Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,9,279.432562,38883.61658,Financial,93.14418733,No,417.4561795,Yes,Female,By_16:00,0.46939117,0.275556784,2.001095004,3.809557417,3.738426119,3.676635951,5233,1.04504237,408.0352028,4990.632201,51350.17921,No,174269.6618,20.19988126,123.6694509,59.5524631,8778.98382,60,45_and_up,3,661.3818208,8,Public_or_other,Services_or_Retail,504.8090406,0,Yes
Browns,8,690.7083087,74641.81469,Environment,230.2361029,No,324.1968299,Yes,Male,By_16:00,0.997083116,0.731608814,0.540881443,8.796016981,1.125830077,3.179788976,7580,26.3593348,386.9515784,4015.871456,45760.89715,No,105103.5845,19.67108483,229.9800217,7.649688562,53248.89918,90,Below_30,2,582.7070768,9,Public_or_other,Hightech,404.0619464,0,No
Oranges,3,389.5535217,43180.43702,Other,129.8511739,No,332.5379026,Yes,Female,After_16:00,0.65345564,0.132597157,0.30284167,8.000897111,8.932197678,3.179871493,9957,98.0622154,425.8199543,4177.018935,NA,Maybe,110581.4567,20.63540536,191.7365347,84.18624238,17001.17854,50,45_and_up,2,638.1339216,11,Car,Industry_or_other,443.284345,4,Yes
Pinks,1,428.7003383,40643.23632,Financial,142.9001128,No,284.4171046,Yes,Female,By_16:00,0.179028427,0.112167553,3.636898771,4.534603949,1.631242856,2.280647287,9628,55.47324307,377.5275607,3599.226167,NA,No,80893.08939,19.43006847,257.5697667,0.986495567,20573.34234,60,30-45,2,583.3356408,7,Public_or_other,Hightech,430.2382514,0,No
Whites,10,435.6989163,82771.20583,Social,145.2329721,No,569.9202091,No,Female,By_16:00,0.613452041,0.015688745,5.00512409,9.617691119,9.734133251,1.170827593,8535,92.60559066,490.9986584,6681.199408,59795.67171,No,324809.0448,22.15848953,76.32636244,19.23912922,21247.84916,70,30-45,0,734.2633239,8,Foot_or_bicycle,Public_Sector,470.7450208,1,Yes
Browns,7,153.1950377,24283.19103,Financial,51.06501258,No,475.5348096,Yes,Female,By_16:00,0.92677836,0.004207422,0.022044345,0.192750383,5.618650601,5.614138087,5743,56.19178296,430.8805748,NA,53133.77986,No,226133.3552,20.75766304,83.53848043,21.20137555,2668.700522,60,Below_30,NA,665.3295224,6,Car,Industry_or_other,459.9670482,0,No
Blues,7,1411.58834,308957.1859,Education,470.5294466,Yes,656.6160484,No,Female,By_16:00,0.075438688,0.075387316,2.993251979,8.823525654,2.380588322,1.384180095,6605,NA,32.56362459,6631.287734,22555.23806,Yes,431144.6351,5.706454643,506.8847672,95.78366785,221878.4896,100,30-45,1,286.0052859,12,Foot_or_bicycle,Services_or_Retail,382.0728379,0,Yes
Browns,8,231.8362142,27486.34068,Environment,77.27873808,No,355.6779181,Yes,Female,After_16:00,0.427687083,0.632282817,6.128920133,7.203698922,8.259557062,0.378239304,9566,71.52160855,422.8740137,4402.527209,50096.43659,No,126506.7815,20.56390074,172.8423837,94.90561318,6059.282097,90,45_and_up,3,638.3281191,9,Car,Services_or_Retail,444.34743,0,No
Pinks,NA,86.98638548,21287.11489,Social,28.99546183,No,734.1533312,No,Male,By_16:00,0.642324527,0.331672155,9.345062803,1.031393204,8.487217573,9.960455867,3843,5.380671332,644.6980563,8630.929424,75208.29808,No,538981.1137,25.39090499,275.6708934,94.68259339,879.7322683,70,Below_30,2,896.0750391,6,Car,Hightech,484.8629107,2,No
Greys,2,68.80297138,11303.82299,Foreign_Affairs,22.93432379,No,492.8779714,Yes,Female,After_16:00,0.094315357,0.27590481,5.477271513,3.960167759,7.307747556,1.591508887,4598,88.3156298,464.178553,5857.13682,55738.34371,Maybe,242928.6947,21.54480339,66.3797317,79.99894191,558.9175317,40,30-45,1,689.3340157,9,Motorcycle_or_truck,Services_or_Retail,444.5710417,0,No
Purples,7,804.5192457,129360.3409,Social,268.1730819,No,482.376307,Yes,Female,By_16:00,0.935145307,0.511938423,8.545123881,0.103111153,5.075053044,6.583136325,8683,95.2616716,NA,5675.187926,55850.05959,No,232686.9016,20.6327998,118.7754699,49.35128654,72194.97494,70,45_and_up,3,726.8716016,10,Foot_or_bicycle,NA,590.985572,1,Yes
Oranges,6,600.49302,75128.49354,Military,200.16434,No,375.3340557,Yes,Male,After_16:00,0.607582659,0.808106557,6.107430831,6.839915279,0.543899939,8.3454939,3973,3.911771579,368.7945448,4490.929647,45097.50082,Maybe,140875.6534,19.20402418,206.4982131,16.69995084,40275.92735,30,Below_30,0,569.7367195,9,Motorcycle_or_truck,Industry_or_other,400.5764471,0,No
Browns,3,162.0794525,17993.8621,Environment,54.02648417,No,333.0563218,Yes,Female,By_16:00,0.293844296,0.020074337,1.282515461,5.109109133,1.278928865,4.34766178,8533,1.025046851,411.0801616,4152.723541,48205.1863,No,110926.5135,20.27511188,205.4241923,93.94875648,2982.887476,90,30-45,1,613.208558,9,Foot_or_bicycle,Services_or_Retail,419.8615608,1,Yes
Browns,5,224.7467759,23985.56423,Education,74.91559197,No,320.1678528,Yes,Female,By_16:00,0.03648435,0.877148209,9.553832284,4.242663013,3.959772589,0.892494626,9536,92.35411871,357.1333423,3915.945213,43220.45116,No,102507.454,18.89797191,250.3803318,89.04154203,5697.261512,100,45_and_up,2,553.5874516,9,Public_or_other,Public_Sector,400.3013164,1,No
Purples,7,500.2061261,65608.24349,Healthcare,166.7353754,No,393.487245,Yes,Male,By_16:00,0.982607896,0.648787238,2.239540648,4.26151989,3.561650245,7.169042772,5646,45.38410113,346.2533319,4627.379113,46630.60522,No,154832.2119,18.6078836,189.7923094,68.58800531,27977.42078,NA,45_and_up,0,617.0866254,14,Car,Student_or_Unemployed,NA,0,No
Greys,4,624.4070345,94153.9583,Military,208.1356782,No,452.3681818,Yes,Female,After_16:00,0.813577908,0.809835658,4.02734953,4.179468267,6.072703565,7.522824733,5628,35.94182453,476.7942758,5477.27037,55910.38362,Maybe,204636.9719,21.83561943,81.47015107,3.380576032,43538.59621,30,45_and_up,0,693.4078069,8,Foot_or_bicycle,Industry_or_other,438.1122809,1,Yes
Browns,10,77.78192073,14099.64406,Financial,25.92730691,No,543.8144467,No,Male,By_16:00,0.540194035,0.925431483,8.254442147,5.313497584,1.476814453,7.339091781,8620,23.14766683,452.5961562,6343.33678,56533.22932,No,295734.1525,21.27430742,67.07602262,81.52783676,708.1525505,60,Below_30,0,702.6025771,6,Car,Services_or_Retail,481.7691837,0,No
Purples,1,117.0927228,15265.60381,Financial,39.03090762,No,391.1157782,Yes,Female,By_16:00,0.594088407,0.709112541,7.576206995,5.289069877,1.822885191,2.660351344,7616,84.10158323,423.8005934,4758.758969,51562.22842,No,152971.552,20.58641769,134.6011077,75.84359753,1572.442657,60,Below_30,3,659.8628233,12,Foot_or_bicycle,Public_Sector,478.6614228,0,Yes
Browns,4,578.8677795,96451.52782,Financial,192.9559265,No,499.8629976,Yes,Male,After_16:00,0.709307019,0.013325462,7.63986106,0.8825451,0.559844386,1.114637929,4177,29.23203933,481.2432851,5961.116546,57379.77298,No,249863.0163,21.93725792,52.07626454,37.77628113,37434.9455,60,45_and_up,1,708.8148045,5,Motorcycle_or_truck,Services_or_Retail,451.4190963,0,Yes
Yellows,3,1195.536072,53628.56076,Financial,398.5120241,Yes,134.5720016,Yes,Female,By_16:00,0.844507869,0.368497882,5.741444381,7.335297547,9.404174821,7.898707106,9988,75.65428212,563.8508199,2473.421656,62119.06928,Yes,18109.62363,23.74554316,396.5532698,50.95356831,159220.3454,60,Below_30,4,840.994235,11,Foot_or_bicycle,Hightech,640.1425938,0,Yes
Greens,10,788.839415,71128.15911,Financial,262.9464717,No,270.5043299,Yes,Male,After_16:00,0.534841991,0.177725475,6.83612426,3.476396925,3.54178298,0.640348003,3605,79.03788157,501.9545549,3708.952408,59622.89047,No,73172.59247,22.40434232,272.2400103,48.66398431,69413.79344,60,45_and_up,1,802.0258904,8,Motorcycle_or_truck,Student_or_Unemployed,646.432716,1,Yes
Purples,6,1004.692089,145525.9565,Social,334.8973631,No,434.5389738,Yes,Male,After_16:00,0.099427344,0.378592725,9.055472824,7.956369072,6.190657029,3.024381846,8040,44.13527246,350.627815,5046.645368,46448.69375,No,188824.1198,18.72505848,NA,42.09285155,112501.1412,70,30-45,2,598.3951483,12,Public_or_other,Industry_or_other,478.7524349,3,Yes
Yellows,4,71.51723406,4949.46111,Environment,23.83907802,Yes,207.6196532,Yes,Female,After_16:00,0.4443387,0.877591818,6.791134756,0.209798252,7.294682411,4.228614646,5723,31.83761416,650.7536528,3377.703837,64501.51456,Yes,NA,25.50987363,347.6738753,71.06521919,602.1407188,NA,Below_30,3,800.1726057,13,Car,Public_Sector,387.4647056,5,No
Browns,8,113.5579769,12139.26306,Education,37.85265898,No,320.6977631,Yes,Female,After_16:00,0.139517101,0.114068912,1.919612251,1.647195276,4.670786031,4.258833416,9909,92.25321356,379.8288515,3966.635334,44803.56745,No,102847.0552,19.48919833,242.3519391,31.05969289,1480.676451,100,45_and_up,3,568.8156853,9,Motorcycle_or_truck,Student_or_Unemployed,389.7998852,0,Yes
Greens,6,453.8650509,44108.70399,Social,151.2883503,No,291.5538698,Yes,Female,After_16:00,0.960211281,0.200144018,9.786419431,4.471154469,5.371156982,5.521194176,3918,61.86477621,542.3446622,4000.228023,62702.10381,No,85003.65901,23.28829453,246.3429855,62.29375883,23049.45329,70,30-45,2,829.3985188,10,Motorcycle_or_truck,Industry_or_other,624.2658718,1,Yes
Greens,8,502.9785405,53700.66479,Social,167.6595135,No,320.2959597,Yes,Male,After_16:00,0.198472465,0.751855314,1.15745089,6.348340553,6.915642906,3.80057652,7443,9.07236489,495.3481658,4193.655929,59708.80254,No,102589.5018,22.25641853,225.6212284,26.75326574,28287.37199,70,Below_30,1,796.0150749,10,Public_or_other,Student_or_Unemployed,636.3442593,NA,No
Blues,7,1306.775698,NA,Environment,435.5918995,Yes,524.6063771,No,Male,After_16:00,0.896594768,0.711622747,2.092575601,1.536382451,1.633562474,0.634726912,4148,50.50074349,276.6951416,5799.454055,35175.84556,Yes,275211.8509,16.63415587,391.6300356,99.87203728,190185.8948,90,Below_30,3,391.0933482,11,Public_or_other,Public_Sector,179.2141661,0,No
Pinks,3,300.4977412,32352.26431,Education,100.1659137,No,322.9867637,Yes,Female,By_16:00,0.021825257,0.987092771,2.837246608,0.33778009,5.247393821,7.039536389,3252,2.693400718,354.4368611,3938.741359,43101.50393,No,104320.4495,18.82649359,249.084626,49.31251779,10143.37619,100,30-45,1,552.5044613,11,Car,Student_or_Unemployed,402.42522,0,No
Purples,2,430.496508,60858.03646,Healthcare,143.498836,No,424.1012551,Yes,Male,By_16:00,0.519115306,0.120487155,9.949193117,8.58928577,2.715771324,7.05614293,6540,24.2702384,385.2310142,5011.47458,49701.6734,No,179861.8746,19.62730277,137.8021211,59.62510013,20745.41477,80,Below_30,1,642.8891453,11,Motorcycle_or_truck,Public_Sector,507.5422141,5,Yes
Turquoises,4,1088.66874,194973.5397,Financial,362.88958,Yes,537.2806232,No,Male,After_16:00,0.571085169,0.985347709,4.219912947,4.21460551,3.758428227,8.764866891,8792,90.20293304,496.5747689,6365.95577,60429.72363,Yes,288670.4681,22.28395766,37.56104768,7.823086041,132061.7369,60,45_and_up,2,752.1664745,10,Foot_or_bicycle,Public_Sector,503.0422403,0,No
Reds,3,354.0862431,61053.94169,Foreign_Affairs,118.0287477,No,517.2802633,No,Female,By_16:00,0.027265518,0.202744283,0.785641922,8.098668768,5.210796832,0.790604646,4017,48.33249948,437.4600375,6047.722708,55961.44593,Maybe,267578.8708,20.91554536,71.13833899,61.75002244,14058.81403,40,Below_30,3,710.0263742,10,Foot_or_bicycle,Student_or_Unemployed,529.1686282,2,Yes
Greens,2,219.7067805,18653.88544,Environment,73.23559349,No,254.7106475,Yes,Male,After_16:00,0.705547957,0.375738868,5.506713691,NA,1.209969725,1.905903213,4260,45.9684002,489.5106232,3526.127722,57872.14952,No,64877.51396,22.12488697,275.6257619,75.53408737,5446.687748,90,Below_30,3,778.6658138,11,Motorcycle_or_truck,Public_Sector,625.2703763,0,No
Blues,3,1451.633276,115062.1108,Financial,483.8777588,Yes,237.7916916,Yes,Female,After_16:00,0.706526738,0.577125819,2.545818859,2.513486489,4.730844724,5.047922197,8142,81.55126919,12.32722956,2402.571375,12961.8492,Yes,56544.88858,3.51101546,575.0017671,57.77792584,234631.5632,60,45_and_up,2,207.3348079,12,Foot_or_bicycle,Industry_or_other,344.9222642,1,No
Pinks,2,396.1847787,95445.52627,Social,132.0615929,No,722.7349312,No,Female,By_16:00,0.844656437,0.076615141,5.533990208,1.619470716,5.022408657,1.809854258,7399,74.93484467,674.4046729,8576.158658,77248.84382,No,522345.7808,25.96930251,283.6930717,23.07821268,17582.32592,70,30-45,2,918.5850065,8,Motorcycle_or_truck,Services_or_Retail,478.6946155,0,No
Greens,9,203.2105162,21702.8105,Education,67.73683872,No,320.3989279,Yes,Male,After_16:00,0.883258919,0.683126114,0.684130671,5.829143091,9.116868614,8.091109381,8169,73.63683553,530.238529,4264.466337,63066.0096,No,102655.473,23.0269088,243.0061032,50.68532957,4666.016158,100,Below_30,2,839.6925147,14,Foot_or_bicycle,Industry_or_other,NA,NA,Yes
Blues,5,1126.719732,278996.6316,Social,375.573244,Yes,742.855451,No,Male,By_16:00,0.870702727,0.188500932,2.803535764,4.301010484,3.287584898,4.15756671,4889,13.3578242,722.7162393,8873.986989,74344.19748,Yes,551834.2211,26.88338221,466.7072867,73.53961659,141440.8349,70,30-45,2,809.4770228,11,Foot_or_bicycle,Services_or_Retail,169.4937245,0,No
Purples,1,146.0693956,24033.02027,Financial,48.68979852,No,493.5945722,Yes,Female,By_16:00,0.767326688,0.630038755,4.273554306,6.744273053,1.75784271,9.190905152,5976,42.64329076,414.9980393,5765.9418,51948.7829,No,243635.6017,20.37150066,98.65306112,31.21187887,2429.386279,60,30-45,1,648.0279542,9,Motorcycle_or_truck,Public_Sector,450.3405232,0,Yes
Reds,3,224.9824126,34127.14518,Foreign_Affairs,74.99413755,No,455.0641729,Yes,NA,By_16:00,0.14876361,0.809347857,4.098812265,0.816825633,3.845833882,7.561868525,5799,84.01158825,435.512344,5421.666417,54481.12513,Maybe,207083.4015,20.86893251,80.53877623,98.66041632,5709.114804,40,Below_30,2,696.2511501,7,Car,Industry_or_other,517.5672463,1,Yes
Greens,10,540.2373515,50878.22245,Social,180.0791172,No,282.532607,Yes,Female,After_16:00,0.377543793,0.159246914,5.423391091,1.687709559,0.50654677,9.370615771,7239,67.25316474,518.7632005,3862.852471,60457.80297,No,79824.67403,22.77637374,246.8930814,58.44307549,32618.56756,70,Below_30,2,802.829111,11,Foot_or_bicycle,Hightech,615.3779396,0,No
Greens,7,343.5813168,29669.20289,Financial,114.5271056,No,259.058349,Yes,Male,After_16:00,0.307395174,0.134119951,5.997117655,9.278016558,8.477407673,1.431033951,8857,45.62270963,495.3750148,3581.333519,58384.83452,No,67111.22817,22.2570217,270.994058,53.53820387,13240.98502,60,45_and_up,1,783.7181612,10,Motorcycle_or_truck,Industry_or_other,623.949626,2,No
Pinks,1,252.267511,60092.78914,Financial,84.08917032,No,714.6317286,No,Male,By_16:00,0.400385638,0.374845466,5.53961918,8.220828655,3.882938607,4.98317719,9247,7.649384462,638.5990956,8423.515477,74651.64742,No,510698.5075,25.27051831,255.5193776,86.07717312,7165.077735,60,45_and_up,1,894.3541065,5,Car,Hightech,496.3034953,0,Yes
Purples,7,207.1377405,30785.60926,Financial,69.04591351,No,445.8715613,Yes,Male,By_16:00,0.763283057,0.06323196,6.461341276,2.189065525,6.218793576,0.860566655,4519,84.95578552,377.8123994,5214.340412,50010.87673,No,198801.4492,19.43739693,137.1207599,34.32402583,4846.384085,60,45_and_up,3,NA,11,Car,Public_Sector,530.6986188,2,Yes
Pinks,4,342.9676248,NA,Education,114.3225416,No,307.0140089,Yes,Male,By_16:00,0.783541392,0.5519144,2.280267929,0.571208766,4.276803937,0.746901359,9417,7.684475509,406.4168546,3882.973798,48408.1811,No,94257.60167,20.1597831,217.4538334,64.14403212,13193.96606,100,45_and_up,2,628.5547131,9,Foot_or_bicycle,Public_Sector,464.1562861,2,Yes
Purples,1,324.3694868,42010.61808,Social,108.1231623,No,388.544112,Yes,Male,By_16:00,0.891826477,0.861992908,7.847353306,4.050027435,7.85286492,0.849327333,6449,95.25612674,391.7274147,4668.89595,46977.61871,No,150966.527,19.79210486,188.7837367,95.48727302,11808.74138,70,Below_30,2,587.8042069,12,Public_or_other,Hightech,392.790245,NA,No
Browns,1,298.9626651,30963.41974,Financial,99.65422171,No,310.7085602,Yes,Male,After_16:00,0.292897118,0.359905676,4.139500896,1.331147717,7.550889715,2.570132434,7151,33.41831246,382.4947482,NA,45335.67493,No,96539.80938,19.55747295,239.8991723,96.28046469,10040.61813,60,45_and_up,1,580.8389457,5,Car,Student_or_Unemployed,411.0456327,1,No
Browns,8,199.5658828,31427.42607,Healthcare,66.52196095,No,472.4368558,Yes,Female,After_16:00,0.474878703,0.980379732,8.924914831,3.208820582,4.177693108,4.145023027,9856,58.79320868,447.6690951,5619.706748,53952.90019,No,223196.5827,21.15819215,84.62514667,53.47592607,4501.693249,80,45_and_up,2,NA,8,Public_or_other,Services_or_Retail,439.4759146,0,Yes
Yellows,2,38.1958241,3623.57493,Education,12.73194137,Yes,284.6050595,Yes,Female,After_16:00,0.192585925,0.864476787,8.321034617,7.912280955,9.172161394,1.266479273,8144,75.29347269,631.6067825,4109.26416,70806.16567,Yes,81000.03989,NA,305.0420148,97.43104137,184.8342723,100,30-45,3,932.5443723,12,Public_or_other,Student_or_Unemployed,671.2755243,0,Yes
Browns,10,423.0764503,72942.8449,Healthcare,141.0254834,No,517.2316601,No,Male,By_16:00,0.915000087,0.892886614,7.727090432,5.653406864,4.882232684,1.048280296,4599,40.9231744,449.9530736,6072.222748,55978.26938,No,267528.5902,21.21209734,54.62931565,78.80963308,20039.21246,80,45_and_up,1,699.9219164,8,Motorcycle_or_truck,Industry_or_other,486.4819683,0,Yes
Purples,9,340.9947791,48975.63411,Education,113.6649264,No,430.8772782,Yes,Male,After_16:00,0.31919625,0.106928829,7.868202268,6.764243592,2.167343455,2.957652661,3255,69.9054891,431.3371252,5171.447032,53963.59275,No,185655.2289,20.76865728,101.2269763,51.14998675,13043.38042,100,45_and_up,3,695.0239451,13,Foot_or_bicycle,Industry_or_other,527.4656092,2,No
Browns,7,346.6322949,35497.62206,Healthcare,NA,No,307.221421,Yes,Female,After_16:00,0.647071011,0.021329485,3.401906101,4.429891896,8.602904554,0.537543399,5383,12.47511436,388.4209413,3849.056093,45981.7498,NA,94385.00152,19.70839774,236.3019381,90.75492565,13475.98275,80,45_and_up,3,590.851214,7,Motorcycle_or_truck,Services_or_Retail,421.1004495,0,Yes
Reds,7,922.6850773,132340.6136,Other,307.5616924,No,430.289652,Yes,Female,After_16:00,0.328604098,0.888792614,3.494224094,7.114669918,0.970508046,1.851403841,5454,5.656662164,437.259206,5177.414932,53503.59708,Maybe,185149.1846,20.91074379,94.64242985,35.38062191,94911.75634,50,45_and_up,3,680.2130445,11,Car,Student_or_Unemployed,487.3015879,1,No
Blues,7,1552.518321,241986.2691,Healthcare,517.5061071,Yes,467.6007989,Yes,Female,By_16:00,0.675176521,0.061936177,2.106836976,4.191451184,7.450522969,5.040130778,6495,NA,520.2192357,5716.44646,54939.26941,Yes,218650.5071,22.80831506,269.1357321,27.78100241,268340.077,80,30-45,3,631.7512392,14,Public_or_other,Services_or_Retail,233.5876944,0,No
Purples,2,124.7247016,15768.74126,Education,41.57490053,No,379.2851229,Yes,Male,By_16:00,0.457985852,0.411777943,8.731743922,7.070377681,7.76498914,2.235365924,8038,89.20031567,395.8099553,4584.47114,48556.17386,No,143857.2045,19.89497312,165.9443582,6.194428471,1780.047255,100,30-45,3,621.1907404,15,Foot_or_bicycle,Student_or_Unemployed,454.0665367,2,Yes
Yellows,9,1360.959821,251892.9628,Healthcare,453.6532736,Yes,555.2543705,No,Female,After_16:00,0.174356357,0.335955005,1.042008654,6.551971235,1.958711173,7.371991489,6896,80.94026763,338.2308363,6229.005377,44392.08145,Yes,308307.4159,18.39105316,231.9464103,18.70653101,206264.9459,80,30-45,4,531.5481952,12,Motorcycle_or_truck,Industry_or_other,343.2300109,0,No
Blues,1,1611.097797,80241.40466,Healthcare,537.0325991,Yes,149.4162641,Yes,Female,By_16:00,0.202952382,0.875806806,6.360767758,7.058719993,3.680646482,8.441343806,8768,37.16617438,699.4218161,2893.006273,70545.31002,Yes,22325.21998,26.4465842,404.0457265,16.82051606,288951.0451,80,Below_30,4,906.4101356,14,Motorcycle_or_truck,Public_Sector,523.9777495,0,No
Purples,1,150.6419215,19870.99494,Financial,50.21397383,No,395.7263968,Yes,Female,By_16:00,0.002853257,0.843761055,8.144335279,9.173792899,0.018081449,6.708589923,4350,30.22754586,375.5891495,4708.442267,47758.69558,No,156599.3812,19.38012254,163.8717315,6.338181999,2581.657142,60,Below_30,2,616.3901542,8,Foot_or_bicycle,Hightech,477.5745598,0,Yes
Browns,5,164.1583341,28495.32806,Education,54.71944469,No,520.753239,No,Female,After_16:00,0.611848128,0.741329759,9.943603077,1.281981615,NA,2.739434687,9096,79.54068005,445.5566063,6098.645603,55676.86511,No,271183.9359,21.10821182,59.90759545,44.58092952,3058.937071,100,Below_30,3,696.109564,10,Car,Student_or_Unemployed,486.0665887,3,No
